tipo_entidad,fecha_corte,renglon,desc_renglon,saldo_a_la_fecha,riesgo_a_c,riesgo_b_c,riesgo_c_c,riesgo_d_c,riesgo_e_c,venc1_6,venc6_12,venc+12,year_month
ESTABLECIMIENTOS BANCARIOS,2020-11-30,5,TARJETA DE CRÉDITO TOTAL,1323309.886526,323597,10456,7687,13816,3131,123094.120111,2748.091252,0.0,2020-11-01
ESTABLECIMIENTOS BANCARIOS,2017-09-30,5,L. HAB. NO VIS PESOS TOTAL,560101.556489,2606,27,2,77,20,24649.10919,2024.889567,6020.669786,2017-09-01
ESTABLECIMIENTOS BANCARIOS,2022-11-30,20,OTROS CONSTRUCCIÓN,74415.76169035,143,16,2,12,1,1400.5065283400002,536.13560733,0.0,2022-11-01
COMPAÑIAS DE FINANCIAMIENTO,2020-06-30,5,CRÉDITO DE CONSUMO PARA EMPLEADOS,233.955503,12,0,0,0,0,0.0,0.0,0.0,2020-06-01
ESTABLECIMIENTOS BANCARIOS,2020-09-30,5,EMPRESARIAL,559234.430657,370,30,11,26,29,29750.58162,6687.928483,18894.883987,2020-09-01
ESTABLECIMIENTOS BANCARIOS,2022-10-31,5,MONEDA EXTRANJERA,345183.08134921995,20,1,0,0,0,0.0,0.0,0.0,2022-10-01
ESTABLECIMIENTOS BANCARIOS,2017-12-31,5,L. HAB. VIS UVR TOTAL,4717.690014,192,24,10,25,17,878.432731,168.637221,367.243593,2017-12-01
COMPAÑIAS DE FINANCIAMIENTO,2017-11-30,5,PYMES,74228.682594,201,40,8,57,4,3469.065109,4016.753064,6707.269826,2017-11-01
ESTABLECIMIENTOS BANCARIOS,2016-08-31,5,CONSUMO OTROS TOTAL,20157.766903,870,30,26,14,0,941.222773,0.0,0.0,2016-08-01
ESTABLECIMIENTOS BANCARIOS,2018-03-31,5,CRÉDITO ROTATIVO TOTAL,96361.083696,7481,248,149,127,84,3453.009649,708.726781,0.0,2018-03-01
ESTABLECIMIENTOS BANCARIOS,2017-09-30,10,TARJETA DE CRÉDITO INGRESO HASTA 2 SMMLV,525120.031206,326101,19055,13630,14325,10488,49206.145374,8457.067826,0.0,2017-09-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2021-05-31,5,LIBRANZA VIVIENDA NO VIS TOTAL,211.454477,2,0,0,0,0,0.0,0.0,0.0,2021-05-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2018-10-31,5,VEHÍCULO,110.965877,1,0,0,0,0,0.0,0.0,0.0,2018-10-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2019-10-31,5,MICRO MAYOR TOTAL,16099.016562,684,5,0,2,48,662.987115,0.0,0.0,2019-10-01
ESTABLECIMIENTOS BANCARIOS,2017-09-30,5,PYMES,470712.718898,5572,475,96,415,612,10835.803214,8045.60737,26531.421152,2017-09-01
COMPAÑIAS DE FINANCIAMIENTO,2016-03-31,5,FACTORING,124435.582894,16174,353,13,480,1,2693.844821,61.302309,122.523329,2016-03-01
COMPAÑIAS DE FINANCIAMIENTO,2017-10-31,5,VEHÍCULO,13172.842129,0,0,0,0,0,2998.031301,1515.88008,0.0,2017-10-01
ESTABLECIMIENTOS BANCARIOS,2015-03-31,5,PYMES,116542.030777,684,107,14,7,9,2326.871008,0.000397,226.383935,2015-03-01
ESTABLECIMIENTOS BANCARIOS,2021-01-31,5,CONSUMO OTROS TOTAL,2369.619003,455,134,80,22,378,70.408477,921.953669,0.0,2021-01-01
ESTABLECIMIENTOS BANCARIOS,2022-03-31,5,MONEDA EXTRANJERA,6343752.916055,736,10,1,9,6,39484.030542,6202.770555,31656.576929,2022-03-01
ESTABLECIMIENTOS BANCARIOS,2022-10-31,10,TARJETA DE CRÉDITO INGRESO HASTA 2 SMMLV,1892.247703,1427,15,5,11,5,38.654011,1.071855,0.0,2022-10-01
ESTABLECIMIENTOS BANCARIOS,2021-04-30,15,TARJETA DE CRÉDITO INGRESO SUP 2 SMMLV,2476809.972208,560278,28247,23414,39557,12447,230811.330602,58358.29494,0.0,2021-04-01
INSTITUCIONES OFICIALES ESPECIALES,2023-07-31,5,CONSTRUCCIÓN TOTAL,3510688.4955384303,15,0,0,0,0,0.0,0.0,0.0,2023-07-01
ESTABLECIMIENTOS BANCARIOS,2021-07-31,5,EMPRESARIAL,105.225547,2,0,0,0,0,0.0,0.0,0.0,2021-07-01
ESTABLECIMIENTOS BANCARIOS,2016-02-29,25,LEASING FINANCIERO OTROS,1589.047357,1,0,0,0,0,0.0,0.0,0.0,2016-02-01
ESTABLECIMIENTOS BANCARIOS,2020-02-29,15,TARJETA DE CRÉDITO INGRESO SUP 2 SMMLV,40755.791448,16235,857,382,580,1054,2504.290126,3883.140886,0.0,2020-02-01
ESTABLECIMIENTOS BANCARIOS,2017-09-30,5,MICRO MENOR TOTAL,49.5434,19,1,2,1,2,6e-06,0.0,0.0,2017-09-01
ESTABLECIMIENTOS BANCARIOS,2019-05-31,5,CRÉDITO EMPLEADOS VIVIENDA NO VIS,14016.002218,283,4,0,0,0,13.369809,0.0,0.0,2019-05-01
ESTABLECIMIENTOS BANCARIOS,2018-10-31,15,TARJETA DE CRÉDITO INGRESO SUP 2 SMMLV,270110.285939,122164,2702,1968,3809,2541,15326.714845,9251.905114,0.0,2018-10-01
ESTABLECIMIENTOS BANCARIOS,2015-02-28,5,MICROEMPRESA,28030.810289,1332,49,38,0,0,12.067678,0.0,0.0,2015-02-01
COMPAÑIAS DE FINANCIAMIENTO,2015-04-30,15,TARJETA DE CRÉDITO INGRESO SUP 2 SMMLV,181731.641827,152627,6194,4956,5690,388,9910.047221,0.001652,0.0,2015-04-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2018-08-31,5,LIBRE INVERSIÓN,219063.62879,24861,704,479,1030,1145,9651.738888,11231.89149,0.0,2018-08-01
ESTABLECIMIENTOS BANCARIOS,2016-12-31,5,L. HAB. NO VIS PESOS TOTAL,219637.286095,762,31,11,2,0,18340.178145,3577.555855,1168.573539,2016-12-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2017-11-30,5,CRÉDITO EMPLEADOS VIVIENDA NO VIS,5738.966805,96,0,0,0,0,0.0,0.0,0.0,2017-11-01
COMPAÑIAS DE FINANCIAMIENTO,2017-07-31,5,CRÉDITO EMPLEADOS VIVIENDA NO VIS,1698.734873,26,0,0,0,0,0.0,0.0,0.0,2017-07-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2015-08-31,5,CRÉDITO EMPLEADOS VIVIENDA VIS,787.466241,30,0,0,0,0,0.0,0.0,0.0,2015-08-01
ESTABLECIMIENTOS BANCARIOS,2017-02-28,5,PYMES,608540.257222,6264,347,100,223,628,8272.39025,6931.892535,21767.588412,2017-02-01
ESTABLECIMIENTOS BANCARIOS,2018-09-30,5,CRÉDITO EMPLEADOS VIVIENDA NO VIS,6386.800831,103,0,0,0,0,0.0,0.0,0.0,2018-09-01
COMPAÑIAS DE FINANCIAMIENTO,2016-05-31,5,OFICIAL O GOBIERNO,8654.295516,2,0,1,0,0,607.444448,0.0,0.0,2016-05-01
ESTABLECIMIENTOS BANCARIOS,2017-07-31,10,LEASING FINANCIERO INMUEBLES DIF HABITA,556713.739967,445,82,12,21,2,17535.022529,4681.800068,1777.336589,2017-07-01
INSTITUCIONES OFICIALES ESPECIALES,2022-02-28,15,CONSTRUCCIÓN DE PROYECTOS DE VIVIENDA,48720.563932,3,2,2,2,1,0.0,0.0,13353.428075,2022-02-01
COMPAÑIAS DE FINANCIAMIENTO,2018-06-30,5,LIBRANZA TOTAL,484957.414649,0,0,0,0,0,12673.268292,6791.503963,0.0,2018-06-01
ESTABLECIMIENTOS BANCARIOS,2019-07-31,5,FINANCIERO E INSTITUCIONAL,197998.864625,46,2,1,0,0,0.003012,0.0,0.0,2019-07-01
ESTABLECIMIENTOS BANCARIOS,2020-11-30,10,LIBRANZA EDUCATIVO,931.178461,117,3,0,0,0,10.0965,0.0,0.0,2020-11-01
ESTABLECIMIENTOS BANCARIOS,2016-02-29,5,LIBRANZA VIVIENDA NO VIS TOTAL,1606.966216,18,0,0,0,0,105.003801,0.0,0.0,2016-02-01
COMPAÑIAS DE FINANCIAMIENTO,2021-06-30,5,CRÉDITO DE CONSUMO PARA EMPLEADOS,46.355041,12,0,0,0,0,0.0,0.0,0.0,2021-06-01
ESTABLECIMIENTOS BANCARIOS,2021-03-31,5,L. HAB. VIS UVR TOTAL,2040.779917,62,11,15,16,11,742.381015,180.857374,198.175837,2021-03-01
COMPAÑIAS DE FINANCIAMIENTO,2018-07-31,20,LEASING FINANCIERO MAQUINARIA Y EQUIPOS,5767.245613,9,4,2,3,0,145.268773,64.195058,101.305546,2018-07-01
ESTABLECIMIENTOS BANCARIOS,2017-12-31,10,LIBRANZA EDUCATIVO,1450.12634,51,0,4,0,3,13.223177,2.740828,0.0,2017-12-01
ESTABLECIMIENTOS BANCARIOS,2022-07-31,10,LEASING FINANCIERO INMUEBLES DIF HABITA,7635.671746,132,17,9,3,0,66.159796,0.0,0.0,2022-07-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2020-12-31,5,MICRO MENOR TOTAL,51394.315775,6716,444,139,163,80,2505.32786,0.0,0.0,2020-12-01
ESTABLECIMIENTOS BANCARIOS,2020-09-30,10,TARJETA DE CRÉDITO INGRESO HASTA 2 SMMLV,10197.066182,12409,763,172,118,1909,430.650946,1948.8316,0.0,2020-09-01
ESTABLECIMIENTOS BANCARIOS,2015-06-30,15,TARJETA DE CRÉDITO INGRESO SUP 2 SMMLV,342714.169851,169067,5094,2315,4246,1409,17963.908957,1722.118086,0.0,2015-06-01
ESTABLECIMIENTOS BANCARIOS,2023-03-31,5,CRÉDITO DE CONSUMO PARA EMPLEADOS,90.917349,60,0,0,0,0,0.0,0.0,0.0,2023-03-01
ESTABLECIMIENTOS BANCARIOS,2015-12-31,5,VEHÍCULO,37599.661362,986,5,14,50,0,363.384201,0.0,0.0,2015-12-01
ESTABLECIMIENTOS BANCARIOS,2023-03-31,15,LEASING FINANCIERO VEHÍCULOS,704.2507667799999,1,0,0,0,5,0.0,0.0,676.5940129400001,2023-03-01
ESTABLECIMIENTOS BANCARIOS,2016-12-31,5,CRÉDITO EMPLEADOS VIVIENDA NO VIS,4036.512145,61,0,1,0,0,93.494593,0.0,0.0,2016-12-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2015-07-31,5,FINANCIERO E INSTITUCIONAL,1958.333333,2,0,0,0,0,0.0,0.0,0.0,2015-07-01
INSTITUCIONES OFICIALES ESPECIALES,2022-02-28,5,CONSTRUCCIÓN TOTAL,48720.563932,3,2,2,2,1,0.0,0.0,13353.428075,2022-02-01
ESTABLECIMIENTOS BANCARIOS,2016-08-31,5,MICROEMPRESA,3898714.642543,86897,7882,6981,9305,720,76152.354594,28880.404205,60798.905106,2016-08-01
COMPAÑIAS DE FINANCIAMIENTO,2015-12-31,5,PYMES,193022.378972,131,8,0,2,1,4917.979469,326.764207,3.499286,2015-12-01
ESTABLECIMIENTOS BANCARIOS,2018-01-31,25,LEASING FINANCIERO OTROS,106712.395849,227,20,5,10,13,468.3429,2480.292224,817.199395,2018-01-01
ESTABLECIMIENTOS BANCARIOS,2016-02-29,5,VEHÍCULO,105238.667002,5272,135,340,303,14,6249.522025,2780.474792,0.0,2016-02-01
ESTABLECIMIENTOS BANCARIOS,2016-08-31,5,EMPRESARIAL,112019.485105,228,9,1,4,0,574.530355,156.608826,188.390889,2016-08-01
ESTABLECIMIENTOS BANCARIOS,2022-01-31,10,TARJETA DE CRÉDITO INGRESO HASTA 2 SMMLV,51594.875444,44484,969,856,1754,1030,2920.982453,1411.628073,0.0,2022-01-01
ESTABLECIMIENTOS BANCARIOS,2018-03-31,5,PYMES,1628570.669555,8536,789,469,231,1393,63550.339127,35534.655065,72791.391158,2018-03-01
COMPAÑIAS DE FINANCIAMIENTO,2017-01-31,15,LEASING FINANCIERO VEHÍCULOS,3397.93779,21,2,0,0,3,88.724772,0.0,63.425883,2017-01-01
ESTABLECIMIENTOS BANCARIOS,2018-11-30,5,FINANCIERO E INSTITUCIONAL,272428.995572,121,3,1,2,0,161.309771,18.042077,17.235954,2018-11-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2019-12-31,5,CRÉDITO EMPLEADOS VIVIENDA VIS,593.585707,16,0,0,0,0,0.0,0.0,0.0,2019-12-01
ESTABLECIMIENTOS BANCARIOS,2023-07-31,5,VIS UVR TOTAL,0.403738,0,0,0,0,1,0.0,0.0,0.403738,2023-07-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2016-01-31,5,CRÉDITO ROTATIVO TOTAL,260.162011,300,15,14,15,22,26.820252,37.258889,0.0,2016-01-01
ESTABLECIMIENTOS BANCARIOS,2017-05-31,5,LIBRANZA TOTAL,92721.331186,5835,25,18,31,5,347.809711,80.308316,0.0,2017-05-01
ESTABLECIMIENTOS BANCARIOS,2021-09-30,5,FINANCIERO E INSTITUCIONAL,461438.069055,20,1,0,0,0,0.0,0.0,0.0,2021-09-01
ESTABLECIMIENTOS BANCARIOS,2021-08-31,10,LIBRANZA EDUCATIVO,984.69459,120,0,0,0,0,0.0,0.0,0.0,2021-08-01
ESTABLECIMIENTOS BANCARIOS,2020-03-31,25,LEASING FINANCIERO OTROS,3947832.678983,15879,628,91,359,111,116526.037068,17204.263099,45860.778089,2020-03-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2023-01-31,5,CRÉDITO EMPLEADOS VIVIENDA NO VIS,8174.053109,116,0,0,0,0,0.0,0.0,0.0,2023-01-01
ESTABLECIMIENTOS BANCARIOS,2015-03-31,5,LEASING FINANCIERO TOTAL,97858.768695,1949,164,16,9,1,4556.259648,21.795538,0.445626,2015-03-01
ESTABLECIMIENTOS BANCARIOS,2015-02-28,5,EMPRESARIAL,3870261.929233,2575,74,23,36,50,36382.394608,11018.238232,18484.482081,2015-02-01
ESTABLECIMIENTOS BANCARIOS,2017-08-31,15,TARJETA DE CRÉDITO INGRESO SUP 2 SMMLV,1518577.987796,244948,4234,4546,5071,3249,79848.184221,11724.710441,0.0,2017-08-01
COMPAÑIAS DE FINANCIAMIENTO,2020-08-31,5,NO VIS UVR TOTAL,5207.443319,0,0,0,0,0,264.747177,85.967668,178.412037,2020-08-01
ESTABLECIMIENTOS BANCARIOS,2016-07-31,5,CORPORATIVO,1787170.759276,234,5,10,0,0,350.0,0.0,28093.504098,2016-07-01
ESTABLECIMIENTOS BANCARIOS,2021-12-31,5,OFICIAL O GOBIERNO,18.483276,1,0,0,0,0,0.0,0.0,0.0,2021-12-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2022-09-30,5,CORPORATIVO,18806.514488,2,1,0,0,0,0.0,0.0,0.0,2022-09-01
ESTABLECIMIENTOS BANCARIOS,2021-04-30,5,CONSUMO OTROS TOTAL,191536.635297,16446,969,924,1684,2602,33190.586929,1844.123198,0.0,2021-04-01
ESTABLECIMIENTOS BANCARIOS,2022-03-31,5,CONSTRUCCIÓN TOTAL,2883037.877984,1120,130,69,127,92,50194.83861,46997.707779,90656.535044,2022-03-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2020-08-31,5,VIS PESOS TOTAL,35698.977221,1117,4,2,0,2,767.567298,65.131587,88.638817,2020-08-01
ESTABLECIMIENTOS BANCARIOS,2018-04-30,5,MICROEMPRESA,73873.225089,5475,84,54,125,28,918.048464,776.13533,236.407082,2018-04-01
ESTABLECIMIENTOS BANCARIOS,2021-09-30,5,NO VIS PESOS TOTAL,4703505.372032,32674,612,459,235,608,154305.78855,48686.831587,101503.636287,2021-09-01
ESTABLECIMIENTOS BANCARIOS,2016-02-29,20,OTROS CONSTRUCCIÓN,348460.301533,54,2,3,1,1,466.666667,0.0,0.0,2016-02-01
ESTABLECIMIENTOS BANCARIOS,2015-12-31,5,CONSUMO OTROS TOTAL,1501.961844,2991,130,38,36,112,136.895985,89.541369,0.0,2015-12-01
ESTABLECIMIENTOS BANCARIOS,2021-12-31,5,LIBRANZA VIVIENDA NO VIS TOTAL,401721.256422,3711,57,29,33,13,9008.400965,1057.723338,3123.366893,2021-12-01
ESTABLECIMIENTOS BANCARIOS,2022-01-31,5,CRÉDITO DE CONSUMO PARA EMPLEADOS,176.206272,82,0,0,0,0,0.0,0.0,0.0,2022-01-01
ESTABLECIMIENTOS BANCARIOS,2021-01-31,5,OFICIAL O GOBIERNO,2408226.298812,151,8,0,2,0,5747.994636,0.0,0.028526,2021-01-01
ESTABLECIMIENTOS BANCARIOS,2021-08-31,5,CRÉDITO EMPLEADOS VIVIENDA NO VIS,14.115281,2,0,0,0,0,0.0,0.0,0.0,2021-08-01
ESTABLECIMIENTOS BANCARIOS,2016-06-30,5,VIS PESOS TOTAL,8354.2494,612,47,22,30,69,487.030077,91.975713,238.827492,2016-06-01
ESTABLECIMIENTOS BANCARIOS,2022-03-31,5,MICROEMPRESA,3313267.402922,32010,3209,3127,5595,1212,60057.831328,37451.173436,143524.38234,2022-03-01
ESTABLECIMIENTOS BANCARIOS,2022-03-31,10,FINANCIACIÓN DE PROYECTOS VIALES DE 4G,141031.25,2,0,0,0,0,0.0,0.0,0.0,2022-03-01
ESTABLECIMIENTOS BANCARIOS,2023-01-31,15,TARJETA DE CRÉDITO INGRESO SUP 2 SMMLV,18866.55204246,5456,291,266,177,279,1678.11064171,275.21682577,0.0,2023-01-01
ESTABLECIMIENTOS BANCARIOS,2018-04-30,5,MICRO MENOR TOTAL,4012481.141386,680544,30956,13669,10192,58135,338723.601512,0.0,0.0,2018-04-01
COMPAÑIAS DE FINANCIAMIENTO,2021-05-31,5,VIS UVR TOTAL,448322.646287,0,0,0,0,0,28372.274232,3516.470811,5146.994657,2021-05-01
ESTABLECIMIENTOS BANCARIOS,2017-11-30,5,VIS UVR TOTAL,18.956781,0,0,0,0,2,0.0,0.0,18.956781,2017-11-01
ESTABLECIMIENTOS BANCARIOS,2021-11-30,5,LIBRE INVERSIÓN,17194227.635876,738124,23811,18750,29325,40134,847063.881798,236907.173338,0.0,2021-11-01
ESTABLECIMIENTOS BANCARIOS,2020-04-30,5,VEHÍCULO,112.458061,7,0,0,5,0,1.761059,16.504945,0.0,2020-04-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2019-09-30,5,LIBRANZA VIVIENDA NO VIS TOTAL,29.379392,1,0,0,0,0,0.0,0.0,0.0,2019-09-01
ESTABLECIMIENTOS BANCARIOS,2016-11-30,5,CRÉDITO ROTATIVO TOTAL,455364.966599,41433,1717,926,1180,1498,23128.312327,10465.398802,0.0,2016-11-01
ESTABLECIMIENTOS BANCARIOS,2015-07-31,5,CRÉDITO EMPLEADOS VIVIENDA VIS,133944.622169,2161,3,0,0,0,0.0,0.0,0.0,2015-07-01
ESTABLECIMIENTOS BANCARIOS,2018-05-31,5,CRÉDITO ROTATIVO TOTAL,467061.936208,41186,1462,714,1421,2882,20007.266239,25413.897443,0.0,2018-05-01
ESTABLECIMIENTOS BANCARIOS,2018-09-30,5,CONSUMO OTROS TOTAL,423.635603,141,6,6,15,37,15.213085,116.214936,0.0,2018-09-01
ESTABLECIMIENTOS BANCARIOS,2017-03-31,5,PYMES,57568.741318,1213,17,8,20,1,609.407716,360.365847,195.074065,2017-03-01
COMPAÑIAS DE FINANCIAMIENTO,2023-05-31,5,VEHÍCULO,129.713559,0,0,0,0,0,0.0,0.0,0.0,2023-05-01
COMPAÑIAS DE FINANCIAMIENTO,2017-02-28,5,CONSUMO OTROS TOTAL,5587.470957,0,0,0,0,0,140.16417,8.630281,0.0,2017-02-01
ESTABLECIMIENTOS BANCARIOS,2019-06-30,5,L. HAB. NO VIS UVR TOTAL,48685.269647,343,17,3,0,3,5064.242324,314.024784,311.738751,2019-06-01
ESTABLECIMIENTOS BANCARIOS,2015-11-30,5,CONSUMO OTROS TOTAL,2072.999164,3264,111,63,38,115,145.332994,87.737249,0.0,2015-11-01
ESTABLECIMIENTOS BANCARIOS,2020-02-29,5,CRÉDITO EMPLEADOS VIVIENDA NO VIS,35790.742856,521,1,0,0,0,0.0,0.0,0.0,2020-02-01
ESTABLECIMIENTOS BANCARIOS,2018-07-31,5,CORPORATIVO,22710148.35732,1612,56,24,39,26,112429.990602,341212.46365,516104.157279,2018-07-01
ESTABLECIMIENTOS BANCARIOS,2016-04-30,5,L. HAB. VIS UVR TOTAL,6667.02384,302,43,20,10,14,1476.820407,214.913634,460.719614,2016-04-01
ESTABLECIMIENTOS BANCARIOS,2022-12-31,5,L. HAB. VIS PESOS TOTAL,33469.002599830004,371,6,0,0,0,577.0109683100001,0.0,0.0,2022-12-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2018-06-30,5,LIBRE INVERSIÓN,174718.434786,17260,275,211,459,536,2960.987451,4534.061994,0.0,2018-06-01
ESTABLECIMIENTOS BANCARIOS,2023-04-30,5,PYMES,418357.522058,246,17,6,13,3,3387.097275,623.491859,1592.540914,2023-04-01
ESTABLECIMIENTOS BANCARIOS,2019-04-30,5,MONEDA EXTRANJERA,1797182.511983,142,3,4,1,2,662.020469,0.0,3197.563356,2019-04-01
ESTABLECIMIENTOS BANCARIOS,2017-05-31,5,MICROEMPRESA,5992.562883,117,5,1,1,1,59.803124,0.0,0.0,2017-05-01
ESTABLECIMIENTOS BANCARIOS,2018-01-31,5,L. HAB. NO VIS UVR TOTAL,579619.130905,3161,141,48,54,30,59058.478143,8522.518816,11706.125713,2018-01-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2018-11-30,5,MICRO MAYOR TOTAL,67523.639888,2809,85,24,4,108,3364.362888,0.0,0.0,2018-11-01
COMPAÑIAS DE FINANCIAMIENTO,2016-06-30,10,LEASING FINANCIERO INMUEBLES DIF HABITA,24817.133884,378,5,4,6,0,520.154694,140.363591,285.40843,2016-06-01
COMPAÑIAS DE FINANCIAMIENTO,2019-02-28,5,LIBRE INVERSIÓN,433.706198,0,0,0,0,0,0.0,0.0,0.0,2019-02-01
ESTABLECIMIENTOS BANCARIOS,2021-05-31,20,LEASING FINANCIERO MAQUINARIA Y EQUIPOS,588987.876387,934,305,298,35,270,6730.400994,720.315167,8854.946836,2021-05-01
ESTABLECIMIENTOS BANCARIOS,2023-03-31,5,EMPRESARIAL,195783.80950063,265,45,7,13,15,2015.71453593,2408.71729898,4538.278048390001,2023-03-01
COMPAÑIAS DE FINANCIAMIENTO,2017-12-31,5,VEHÍCULO,76.947197,0,0,0,0,0,4.658659,0.0,0.0,2017-12-01
ESTABLECIMIENTOS BANCARIOS,2022-09-30,5,LEASING FINANCIERO TOTAL,69875.01300451,828,51,6,23,0,2322.61111867,82.824785,0.0,2022-09-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2020-03-31,5,NO VIS PESOS TOTAL,40806.300559,573,6,5,21,7,293.029149,138.307582,724.842406,2020-03-01
ESTABLECIMIENTOS BANCARIOS,2020-09-30,5,MICRO MENOR TOTAL,3982533.950166,572012,26485,19155,12157,47326,315950.992202,0.0,0.0,2020-09-01
ESTABLECIMIENTOS BANCARIOS,2021-01-31,10,TARJETA DE CRÉDITO INGRESO HASTA 2 SMMLV,59215.828292,46984,4256,3197,5574,1094,7631.020675,838.742701,0.0,2021-01-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2020-07-31,5,LIBRANZA TOTAL,302058.826026,32160,882,344,614,1271,7419.264363,9882.096769,0.0,2020-07-01
ESTABLECIMIENTOS BANCARIOS,2020-09-30,5,CRÉDITO ROTATIVO TOTAL,67819.212616,4549,188,95,28,33,2665.938132,22.503891,0.0,2020-09-01
ESTABLECIMIENTOS BANCARIOS,2018-05-31,5,CONSUMO OTROS TOTAL,130960.042202,28929,1391,1652,1797,1980,17334.485214,7099.796118,0.0,2018-05-01
ESTABLECIMIENTOS BANCARIOS,2018-08-31,5,OFICIAL O GOBIERNO,1009089.673068,197,5,1,2,6,557.124941,0.0,4874.753072,2018-08-01
ESTABLECIMIENTOS BANCARIOS,2022-10-31,5,VEHÍCULO,3938.74143258,145,11,18,9,5,254.437628,25.21407686,0.0,2022-10-01
COMPAÑIAS DE FINANCIAMIENTO,2021-07-31,5,PYMES,91286.013616,102,25,16,8,0,11181.012076,224.649213,0.0,2021-07-01
COMPAÑIAS DE FINANCIAMIENTO,2017-04-30,5,VIS PESOS TOTAL,16890.6042,0,0,0,0,0,1417.15282,153.456305,28.244989,2017-04-01
COMPAÑIAS DE FINANCIAMIENTO,2023-07-31,5,LIBRANZA TOTAL,13986.35356767,0,0,0,0,0,6.82112108,0.0,0.0,2023-07-01
ESTABLECIMIENTOS BANCARIOS,2021-08-31,5,FACTORING,9963.599515,28,1,0,1,1,0.0,0.0,452.246086,2021-08-01
ESTABLECIMIENTOS BANCARIOS,2023-01-31,5,CONSUMO OTROS TOTAL,6159.593758739999,4418,160,69,133,145,426.41036104,31.41636583,0.0,2023-01-01
ESTABLECIMIENTOS BANCARIOS,2016-01-31,5,CONSTRUCCIÓN TOTAL,3738980.746441,929,20,11,14,0,11745.446898,981.225545,20451.990591,2016-01-01
COMPAÑIAS DE FINANCIAMIENTO,2021-07-31,5,CRÉDITO DE CONSUMO BAJO MONTO,4.2,3,0,0,0,0,0.0,0.0,0.0,2021-07-01
COMPAÑIAS DE FINANCIAMIENTO,2021-12-31,5,MICRO MENOR TOTAL,298873.442123,0,0,0,0,0,38703.398245,0.0,0.0,2021-12-01
ESTABLECIMIENTOS BANCARIOS,2021-08-31,10,TARJETA DE CRÉDITO INGRESO HASTA 2 SMMLV,2340.721985,2820,131,44,33,19,65.872268,11.317076,0.0,2021-08-01
ESTABLECIMIENTOS BANCARIOS,2020-04-30,5,PYMES,128483.092034,494,33,9,38,1,5049.581456,1361.517886,970.88722,2020-04-01
ESTABLECIMIENTOS BANCARIOS,2017-02-28,15,LEASING FINANCIERO VEHÍCULOS,9.667545,0,0,0,0,1,0.0,0.0,9.667545,2017-02-01
COMPAÑIAS DE FINANCIAMIENTO,2016-09-30,15,CONSTRUCCIÓN DE PROYECTOS DE VIVIENDA,11096.640664,5,2,0,0,0,867.630804,0.0,0.0,2016-09-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2022-02-28,5,CRÉDITO EMPLEADOS VIVIENDA NO VIS,2386.134374,24,0,0,0,0,0.0,0.0,0.0,2022-02-01
ENTIDADES COOPERATIVAS DE CARÁCTER FINANCIERO,2017-09-30,15,LIBRANZA OTROS,36185.065253,2820,53,23,26,174,716.573277,1410.834739,0.0,2017-09-01
ESTABLECIMIENTOS BANCARIOS,2016-03-31,15,LIBRANZA OTROS,1223085.775334,85077,337,288,378,1323,16250.049781,13268.93872,0.0,2016-03-01
ESTABLECIMIENTOS BANCARIOS,2020-01-31,5,LIBRANZA VIVIENDA NO VIS TOTAL,465959.477019,4319,52,40,44,7,9296.891911,2684.316536,1814.234486,2020-01-01
ESTABLECIMIENTOS BANCARIOS,2021-05-31,5,MICROEMPRESA,15929.464504,10,0,0,0,0,0.0,0.0,0.0,2021-05-01
COMPAÑIAS DE FINANCIAMIENTO,2015-11-30,5,VEHÍCULO,9776.926669,392,28,52,58,14,1119.278369,615.627613,0.0,2015-11-01
ESTABLECIMIENTOS BANCARIOS,2022-02-28,5,OFICIAL O GOBIERNO,589347.846269,27,0,0,0,0,0.0,0.0,0.0,2022-02-01
COMPAÑIAS DE FINANCIAMIENTO,2016-02-29,10,LEASING FINANCIERO INMUEBLES DIF HABITA,26366.246948,38,4,1,0,0,0.0,0.0,0.0,2016-02-01
